id,film,date,score,review,is_english
119635,Captain Marvel,2019-04-23,4,"Excellent set up film reminiscent the first outting of the big 3\, but with more experience\, barring some noticeable digi-doubles and a few unnecessary retcons\, this is a much watch for any action fan.",True
181663,Captain Marvel,2019-03-09,5,"This is a GREAT\, GREAT movie. The whole theater burst into applause at the end. Whatever you do this weekend\, GO SEE IT and buy the soundtrack!",True
104572,Captain Marvel,2019-03-16,5,"A powerful\, visually stunning film demonstrating the perils of blindly believing in ones infallible morality. I left the theater feeling inspired and proud to be a woman\, despite the row of men behind me bad mouthing the film. Men - this film is not for you.",True
180912,Captain Marvel,2019-07-09,2,"This film has far too much focus on identity politics and not enough on the story. Many of the male characters were underused with Nick Fury\, one of the greatest Marvel characters ever\, in particular being used as a third-rate comic relief. ",True
106639,Captain Marvel,2019-06-15,3,"Average. Lot of flashbacks and story building but very light on action until the end. The acting was pretty good. I guess comparing it to other Marvel films\, this one fall short. Can't win 'em all.",True
141989,Captain Marvel,2019-03-09,0,I tried to like it. Just wasn’t that great. I did not like Brie Larson in the role. She’s a good actress but not for this. ,True
101013,Captain Marvel,2019-04-04,5,"A little slow at first\, but overall great film. Humor was very likable and fighting scenes were amusing. ",True
164800,Captain Marvel,2019-07-15,0,"Relatively boring over done super hero movie\, with an unenthusiastic and drab lead actor.",True
166060,Captain Marvel,2019-03-12,3,"Samuel l Jackson he Is the best in you character\,poor script and brie Is amazing but not all",True
112371,Captain Marvel,2019-03-09,2,"Captain Marvel is one of those in a long list\, 21\, of Marvel movies that seem to just fall flat. I would rate it somewhere around the second Thor movie which not great either. The dialogue came off flat and there seemed to be that emotional element that many audiences would relate to was left out. There was no pepper Potts for captain marvel.",True
178677,Captain Marvel,2019-03-17,2,There was no like no action,True
161213,Captain Marvel,2019-03-26,4,Overall a good film. The characters for the most part were good. The story although at times didn't make scene was good. The reverse aging effects on Samuel L Jackson and Clark Gregg were amazing. The cat was hilarious. Lastly The villeins although no ego or thanos were done well. Overall I liked it.,True
121122,Captain Marvel,2019-03-31,5,"Finally saw this film\, I absolutely loved it. Finally getting kickass women who are great roll models. I loved how Furey lost his eye\, Goose...Bri did a great job. On par with and above most marvel films. Haters goons hate but thereï¿ 1/2(TM)s no reason not to love it. The pace was good\, story line\, characters\, very pleased.",True
146847,Captain Marvel,2019-03-09,2,"I was really excited to see the movie\, but it was disapponting. Brie Larsonâ~s performance wasnâ~t good and the storytelling has been so bad you had no chance to get an idea who that character is. The only thing I saw was a cringy character who tried to be cool and fight patriarchy. They wonâ~t ever let us watch a movie again without putting in a political agenda\, will they? I wanted to see an inspiring new female superhero\, got a faceless puppet instead. Without the brillant Samuel L Jackson the film would have been a complete desaster\, because Brie Larson is neither likable nor funny.",True
153563,Captain Marvel,2019-10-06,2,Meh at best.  Utterly formulaic (which is nothing new to marvel) but somehow manages to be dulling missable. If you are thinking you need to watch this in order to make sense of the later marvel film fear not you get everything  need to know from the main series. Shame I wanted this move to be great but it just wasn't  ,True
111946,Captain Marvel,2019-03-15,4,"Can't understand the really negative reviews.  It is a fun film. Acting is good\, it has a decent number of jokes\, the action is good and the script was decent and had a really good swerve\, which I wasn't expecting.",True
146342,Captain Marvel,2019-05-01,5,"I wantet Popcon Kino with OP Hero\, I got Popcorn Kino with OP Hero!",True
163032,Captain Marvel,2019-03-19,2,"Pretty boring\, I almost fell asleep.  Brie Larson's acting was not great and seemed robotic\, also her one liners were terrible.  I think out of all of the Marvel movies I laughed the least in this. Overall\, very bland\, I would almost recommend skipping it before Endgame.",True
144606,Captain Marvel,2019-04-19,5,It was entertaining ,True
132970,Captain Marvel,2019-05-09,4,"I genuinely enjoyed this movie\, I won't go into huge detail but I was entertained and look forward to seeing more in the future.",True
110433,Captain Marvel,2019-03-10,0,Boring and Bland. The acting was something fit for a B movie. I’ve always loved the Marvel films but this is such a disappointment. If I could have given this 0 stars I would have ,True
125385,Captain Marvel,2019-03-09,5,Great movie!!!!   Epic and lots of humor.  An awesome new hero is hero!,True
138812,Captain Marvel,2019-03-30,4,I really enjoy a strong female-centric story that is without the romance or damsel-in-distress act. Women can kick ass and it's shown in this wonderful movie! Love Brie Larson and her vulnerability and sweet voice. Act 2 and 3 of the movie is so much better than the beginning. the start was a little bit too slow and draggy,True
126339,Captain Marvel,2019-03-12,1,Great Samuel L jackson.  Poor script decision and acting. Boring action sequences,True
102501,Captain Marvel,2019-03-10,5,Amazing! One of the best Marvel Cinematic Universe movies! \nGoing to see at least 2 more times in theaters!,True
103333,Captain Marvel,2019-03-11,3,An average Marvel movie with some exciting twists and set pieces that should leave you satisfied by the end.,True
178124,Captain Marvel,2019-03-11,4,The quality of Marvel films continues to improve! Captain Marvel was a better film than Wonder Woman and on par with Ironman 1 and Winter Soldier.,True
184471,Captain Marvel,2019-04-26,0,This movie is a shit,True
162673,Captain Marvel,2019-03-09,0,Poor overall movie.  Does not fit in well with the rest of the MCU.  Too many plot holes and stupid nods that donâ(TM)t fit with the overall picture.,True
134604,Captain Marvel,2019-04-20,4,"I liked it\, a lot\, but could have been better if they had less explaining to do",True
149295,Captain Marvel,2019-03-17,4,"Larson is no Gal Gadot. She could be replaced by any other number of more competent actresses for Avengers: Endgame and I wouldn't miss her. Really this movie was all about stitching things together and preparing the MCU audience for Endgame.  The cat wasn't THAT damn funny.  Still\, it didn't suck\, and I was entertained.",True
159488,Captain Marvel,2019-07-20,5,One of my favorite Marvel movies! Fun but never taking itself too seriously.,True
144009,Captain Marvel,2019-03-28,4,It was a good movie but had a slow start to the movie as well as some jokes that didn't land.,True
123869,Captain Marvel,2019-03-09,4,Good movie with an interesting plot for avengers endgame but not good enough compared to the previous marvel movies,True
139183,Captain Marvel,2019-03-12,5,"I really like the movie\, and now capitain marvel is my favorite super hero",True
125217,Captain Marvel,2019-03-10,5,Great movie! Brie Larson is likable as hell and I can’t wait to see how she helps out our avengers! Thanos is screwed!,True
155489,Captain Marvel,2019-04-04,4,"My niece and I were both hyped to see this movie and left a little disappointed. I was hoping for more from Marvel’s first female led\, superhero movie. I guess I was hoping it would have an engaging plot and action like Wonder Woman. It was a good movie\, but I wanted them to give us a GREAT movie like Captain America\, the Black Panther and the Avengers. Maybe now that they have laid out the origin movie\, the next one can be better.",True
105648,Captain Marvel,2019-03-22,2,"Aside from several funny Nick Fury scenes\, the movie was forgetable",True
177229,Captain Marvel,2019-03-09,3,"The movie was good\, but not great. Ms. Larson acting was kind of dry\, like a robot. Maybe that was the intention of the director\, I donâ(TM)t know.\n\nThe story was awesome and the timeline is great.",True
106276,Captain Marvel,2019-06-16,4,"At first I wasn’t sure of this movie. But after watching it for a second time I realized I was viewing this movie in the wrong light. I’ve been wowed by the MCU I went in with very high expectations. Then I realized this is an origin movie. There isn’t much amazing things that go on during an origin story. Action isn’t the star\, the story is. Once I viewed it how it is and not what I was expecting I was very pleased. I was very surprised by Jude Law. I’ve never seen any of his movies\, maybe one\, Spy which is a comedy. But Jude Law is a pretty boy\, he’s there to just look good. So once I saw how he did with his character I was surprised. He did a good job. Only let down was how rather disappointed on how Nick fury lost his eye...the last time he trusted someone he lost his eye...and it was a flurken...",True
148120,Captain Marvel,2019-03-09,0,"Just a sad excuse for a marvel movie. They series should’ve left the whole movie out of the franchise and just added the last 5 minutes as post credit scenes during a Thor\, guardians of the galaxy or actually decent marvel movie ",True
120384,Captain Marvel,2019-03-14,5,Fantastic movie.  It is an amazing sHe-ros journey!  Loved the 90s music.,True
187831,Captain Marvel,2019-08-21,1,This was an exercise in making a political point first and a movie second. You can make films with stong female leads (see Alien and Terminator) but the story comes first not the other way around. Make a film with your political point first and the viewer can feel like they are bieng force fed propaganda. ,True
135261,Captain Marvel,2019-03-09,5,I loved it!  Had a blast watching,True
183884,Captain Marvel,2019-07-14,5,This movie full on was amazing; there were some scenes that were so powerful they left me in tears. A beautiful introduction for the character. ,True
102143,Captain Marvel,2019-03-11,5,Amazing. Its one of best origin stories in the MCU. Its again amazing !,True
139127,Captain Marvel,2019-04-29,5,i really liked the move and i think that brie larson is perfect for the role,True
121257,Captain Marvel,2019-03-10,2,First I had to jump through hoops to get this review done so I hope RT does not remove it. The movie was not inline with other MCU movies. It was like a weird distant cousin that you see at the grocery store duck and walk in the other direction hoping they donâ(TM)t see you. The movie is terrible and a complete waste of money and time. I will not do any spoilers but some things are so cringeworthy and donâ(TM)t make sense.,True
139434,Captain Marvel,2019-03-08,2,I remember this one interview of Stan Lee where he said that he didn't like superman because he was not vulnerable enough for a superhero and I'm afraid what DC did with justice league i don't wanna to see that in Endgame... I didn't like Carol Danvers for the same reason Stan didn't like superman but I trust Russo brother's vision and we've witnessed this kind of scenario when Thor came out but we liked him better in Joss whedon's hands. So I desparately hope Russo brothers do some justice to the loyal fanbase. Power to the Russos  ð(TM),True
97268,Captain Marvel,2019-03-14,4,"9/10\, pretty friggin awesome\, apart from the fact that some things just didnâ(TM)t make sense. Like when Akira already knew how to use Carols suits Color thing\, but apart from that it was amazing\, def recommended",True
129470,Captain Marvel,2019-03-10,5,"I am giving it 5 stars because the trolls are giving it half a star which is not accurate.\n\nIjn reality this movie is 3 and a half stars\, enjoyable\, plot seemed all over the place and I feel like it was really lacking a \""oh crap\"" moment to really cement her as the most powerful hero in the universe.\n\nAslo I felt like she fell short to inspire \, both through charisma and strength factor \, she is the most powerful hero yet I feel that shen she stands next to Thor or Captain America they both had more powerful compelling stories to push the saga forward\, hell even Wolverine .\n\nI guess we will see in end games",True
119242,Captain Marvel,2019-03-09,5,Excellent. As good of a storyline you can get with an overpowered character. Did a great job of having a female role model without making it overwhelmingly feminist. Bri Larsen did amazing with the role. Can’t wait to see Endgame!,True
147084,Captain Marvel,2019-04-14,2,I was very skeptical about seeing this movie due to the controversies surrounding it. But after seeing it I can honestly say the movie itself is nothing really special.,True
177662,Captain Marvel,2019-04-08,4,The only problems with this movie is lack of character and personality in the leading role. Overall there was great themes and I feel they did well with not making it overly political and the pacing was very balanced.,True
108136,Captain Marvel,2019-03-16,0,"Bad plot\, bad actor\, bad virtue signaling. Donâ(TM)t waste your money.",True
163656,Captain Marvel,2019-03-08,2,"Pushing the politics into a movie industry targeting hardcore fans as will never do any good. \nPolitics aside i have watched the movie and all i can say us that is below mediocre at best. Bree is simply not up for the task\, acting was weak\, there was a too many comedy moments and the tryharding to make her look badass is just cringe at best.\nTake your time Marvel and think about your actions\, since this is not the way.\nAfter a great piece you did\, called wonder woman\, this is total fiasco...",True
119004,Captain Marvel,2019-03-09,4,"Everything I wanted from a Captain Marvel movie and more. Lives up to the heart and soul of the Kelly Sue DeConnick run on the comic book\, and celebrates women\, friendships\, and feminism in the best way. Definitely believe Brie Larson's Captain Marvel could and would punch a dinosaur in the face.",True
102360,Captain Marvel,2019-03-11,5,Amazing movie.   Loved every second.,True
142616,Captain Marvel,2019-03-13,2,"Its Captain Meh-Vel. I want to say I went to this movie\, with an open mind. But i could not believe this is a MCU Movie. \n\nTo Start I like the 90's setting\, Sam L Jackson as Nick fury\, Ben Mendelsohn as Talos the skrull and Goose the Cat. \n\nI found this movie boring on all fronts.. The Script is bad. Jokes fall flat. Brie Larson is stone cold. It feels like a bad 90's superhero movie. I would call this the Worst MCU Movie. \n\nThis Movie can hurt the MCU\, It made Captain Marvel so powerful that everyone before is useless. I hope that there is some type of damage control to Save it. But here hoping. It has also left a  bad taste\, which could affect Endgame. \n\nI would not suggest going to this movie\, wait till it comes out on a streaming service",True
157937,Captain Marvel,2019-03-12,0,Not really good action sequences.,True
193535,Captain Marvel,2019-03-09,2,Was looking forward to a big lead up to End Game.  Sadly the acting and the action did not deliver.  I would read the cliffnotes on this one.,True
148732,Captain Marvel,2019-03-09,5,"Just watched it yesterday\, MCU did their best again\, and I'm really pleased with the movie\, the story is unpredictable\, good chemistry between characters especially Carol Danvers and Nick Fury.",True
159490,Captain Marvel,2019-04-18,5,one of my favorite Marvel movies so far!,True
97259,Captain Marvel,2019-03-15,4,90`s movie released today.,True
146138,Captain Marvel,2019-03-10,4,"I've watched the movie on March 8th in a Germany cinema\, and I liked it. it's the best MCU movie so far\, I think. Brie Larson and the other actresses and actors played well.",True
163314,Captain Marvel,2019-03-11,5,Probably my favorite MCU character to date! Loved Goose and loved the 90s music and references. Canâ(TM)t wait to see Captain Marvel in Endgame and canâ(TM)t wait for a Captain Marvel Sequel!!,True
122812,Captain Marvel,2019-03-09,1,Generic and dull.\nWaste of Brie Larsons talent.\nJust another by the books marvel film.,True
140978,Captain Marvel,2019-03-10,4,"I thought it was a really great movie\, i went i. Expecting it would be a mid level marvel film but it is easily up there with there better dine films.",True
104014,Captain Marvel,2019-03-11,5,"Another fun and exciting Marvel movie with great action set pieces and a lot of humour\, especially for those of us who remember the 90s. I'd actually give this 4 stars\, but since an army of assholes made it their mission to tank the audience score\, 5 stars it is. Suck it douche weasels.",True
180249,Captain Marvel,2019-03-09,1,"They definitely  miscast Larson for this role\, she is bland with no character or personality. Probably the worst marvel movie to date. As a marvel fan i pray Endgame isn't a euphemism for the Marvel cinematic universe. I'm not sure if Kevin Fiege is losing his touch or just losing control over Marvel\, but this doesn't bode well moving forward.",True
122426,Captain Marvel,2019-03-10,5,"fun\, funny\, and empowering.",True
97920,Captain Marvel,2019-03-17,5,"Absolutely amazing\, the whole movie theater giving a standing ovation after both the opening scene with Stan Lee and after the movie had ended. It was a light hearted twist for in between IW and Endgame and was so amazingly uplifting for women and correct on so many levels on what women go through.",True
124341,Captain Marvel,2019-03-15,5,"Great addition to the Marvel movies.  Very fun ride!!  Enjoyed getting to see Fury and Colton in the past and how they came to know Captain Marvel.  Didn't think I would like Larson in this movie\, but she nailed it!!",True
184133,Captain Marvel,2019-03-10,5,"This movie has truly gotten a lot of hate and negative reactions\, but when I went to go see it it was incredibly empowering\, made me laugh and cry\, and it was truly amazing.",True
188793,Captain Marvel,2019-03-11,5,"Thought it was brilliant! I've been taking my children to see the Marvel movies since they were old enough to understand all that was going on. I also made the ones they didn't see available so they could see what they had missed when they were young. \n\nI just love the the fact that my daughter got to finally see a powerful female superhero. I'm not discounting Black Widow\, Scarlett Witch or their TV counterparts at all\, just saying it was about time Marvel gave us a movie based upon a female superhero who was strong\, powerful and able to stand out on her own. Well done Marvel!",True
116756,Captain Marvel,2019-10-05,5,Does it work? The short answer is: yes. There's enough to keep both diehard Marvel fans and newcomers engaged.,True
123792,Captain Marvel,2019-03-11,4,"Good movie not the best marvel movie but fun\, and exciting.",True
183758,Captain Marvel,2019-03-10,5,"This movie does not deserve the hate that it’s gotten. Brie Larson does a great job in portraying Carl Danvers\, and her performance\, in my opinion\, was not wooden as many reviewers have stated. I really enjoyed the chemistry between her and Samuel Jackson\, and each scene with them both flowed so well. The action sequences\, and CGI were very well done. My only issue was that some of the action scenes were a bit too dark and hard to make out who was fighting who. Overall\, it was another fantastic film in the MCU\, and I can’t wait to see Captain Marvel make her appearance in Endgame. ",True
138780,Captain Marvel,2019-03-22,5,"I really don't get how people can hate on this movie. Great acting\, great action\, great origin story. There was mystery and intrigue in the plot to keep me watching and a great setup for her role in Avengers Endgame. Extra credit for the love they gave Stan Lee in this film. A solid 90% for this film\, critics and audience are wrong on this one.",True
148524,Captain Marvel,2019-03-12,4,"Just saw Captain Marvel! A pretty balanced and funny movie!! 3.5/5 stars for me! It's missing more familiar faces for me\, but I've only seen like 6 marvel movies so far\, and the story lacked originality and was really cliche 1/2 1/2 1/2 (C). My real problem with it is that it felt like Black Panther\, like it was addressing women (while Black Panther addressed colored people\,) and didn't come into being because it was good. But it had some amazing moments and some poor moments.\n\nA pretty good movie worth a watch if you haven't caught it yet!",True
115468,Captain Marvel,2019-04-28,4,"Did not like how they portrayed the Skrulls or Nick Fury...completely watered-down and essentially de-powered. They are supposed to be so badass in the comics\, and Nick Fury is a total force in every other movie except this one. Otherwise\, the movie was \""OK\"".",True
143925,Captain Marvel,2019-03-10,3,"It was a decent movie. Filled with cute easter eggs and moments. I enjoyed it\, but it does not compare to the other major MCU movies such as Avengers\, ironman\, Guardians of the galaxy\, Dr Strange\, Captain America\, Black Panther\, Spider-Man\, Antman & The Wasp.",True
174163,Captain Marvel,2019-03-09,2,"The film is disappointing on many levels. It could and should have been so much better\, especially given that is the last film before Endgame. The story doesn't make a lot of sense\, and the characters do not remain true to their motivations. The start is confusing since it is made up of flashbacks. Jackson is superb\, but many other characters are either underused\, or superfluous. Visually the film is confused and dark. Larson is adequete. She plays the role in a wooden way\, but that is part of the character. The cat is a mcguffin\, and as a fan\, I hate its role in Fury's eye. Overall its watchable\, but far worse than most Marvel films.",True
152032,Captain Marvel,2019-03-17,5,Loved the movie - one of the best Marvel superhero movies so far!,True
177051,Captain Marvel,2019-03-10,4,"The movie was actually pretty good. I was surprised. Contrary to what I had expected based on what people had been saying\, I though Brie Larson's acting was pretty good. She did seem detached\, but not blank as people have suggested. Her emotional role was more complex than most other comic book movie characters in my opinion Without spoiler\, I can say she was playing someone who was confused\, didn't know who she was\, and her power (mental and physical) had been repressed. This is her origin story\, where she breaks through this all\, finds out who she really is\, and emerges as an immensely powerful person. There is a strong female empowerment theme going on. Contrary to some peoples opinions\, I think that it truly is empowering/inspiring\, and not a distasteful. In the end\, she becomes an awesome\, powerful superhero. It will be fun to watch her in the future movies\, battling with her full power alongside the other heroes.",True
187842,Captain Marvel,2019-03-10,5,"This was an incredibly fun adventure. Was the humor as hilarious as Thor Ragnarok\, no. Did the stakes feel as high as infinity war\, not quite. But this wasn't about the jokes or the gravitas. It was about about a great story\, a hero's origin\, and it was entertaining\, heartwarming\, and so well done. I love the subtle sense of humor\, the 90s vibes\, and the main character's likability. Not only do I want her to win and want her on earth's side\, I'd love to have a beer with her and listen to 90s tunes . Great start for a character I can't wait to see more of.",True
188838,Captain Marvel,2019-03-10,5,thought it would suck and prioritize a feminist message over a good plot. I was pleasantly surprised,True
119551,Captain Marvel,2019-03-09,5,EXCELLENT movie! One of the better movies by Marvel. ,True
142357,Captain Marvel,2019-03-11,4,"It's an enjoyable movie\, not perfect but as a Marvel fan\, I liked it a lot.",True
136035,Captain Marvel,2019-03-09,2,"I love the MCU. They have made some of the most entertaining films in recent memory. That being said\, they have dropped the ball on this one. The cgi was great\, esp in making Fury look young but the plusses end there. Brie Larson just could not evoke any emotion at all. On top of that it does seem that this movie was agenda driven and not fan driven. Why can't movies just be abiyt entertaining people?",True
99216,Captain Marvel,2019-03-12,0,A disappointment for upcoming Avengers: Endgame,True
117816,Captain Marvel,2019-04-17,3,"Eh it's just really generic. Nothing is bad or good. Entertaining for sure but bottom of the barrel for the MCU and not really worth another viewing. Brie did the job\, it just wasn't enough.",True
164227,Captain Marvel,2019-03-09,5,"Really enjoyed the movie.  I am not a reader of the comics\, so I went in knowing next to nothing about the character.  Loved the origin story and the interaction between Carol and Fury.  They have great chemistry together!",True
153861,Captain Marvel,2019-03-09,2,"Mildly interesting\, but Marvel has jumped the shark. Heading down the same abyss as the Star Wars franchise.",True
119594,Captain Marvel,2019-03-09,5,Excellent movie with zero political crap in the movie. It is a solid two hours of great action entertainment.,True
131594,Captain Marvel,2019-03-11,5,I enjoyed this movie,True
99349,Captain Marvel,2019-10-08,4,"Adrenaline\, Possiblity\, Excitement & Goosebumps!!\nCaptain Marvel kicks A**!!\n",True
141456,Captain Marvel,2019-03-09,5,It is a great feat to deliver all these standalone super hero origin stories and then weave them into the ultimate final team up movie (Avengers: End Game). Captain Marvel was as entertaining as all those before it and I canâ(TM)t wait for the knockout punch!,True
163930,Captain Marvel,2019-05-17,4,"Real DC vibes from this. The movie isn't bad\, it's amazing because it has Goose in it.",True
162374,Captain Marvel,2019-03-10,2,Plot is really straight forward and what little development there is is significantly telegraphed.\nProbably worse though is how significantly they retcon the MCU when they're so close to the end of the story arc.,True
186351,Captain Marvel,2019-09-26,2,This movie was awful.,True
158258,Captain Marvel,2019-03-19,4,Not the best or the worst entry in the MCU which following Wonder Woman feels like a miss by Marvel. ,True
110099,Captain Marvel,2019-03-18,4,"Big fan of all the Marvel films; some are definitely better than others. I put Captain Marvel about the same level as Captain America: The First Avenger. I really like Bree Larson’s portrayal as a strong\, confident hero\, with gender (thankfully) taking a backseat. It will be very interesting to see where we go with this badass superhero. Thanos\, watch out...",True
199949,Captain Marvel,2019-03-09,4,"You can tell half of the reviews on the audience side are fakes from trolls who think theyâ(TM)re going to somehow effect the outcome of the film by toying with the score. Captain Marvel is a total blast. Never once does it feel like feminist propaganda\, either. It is a fun and awesome action movie with great leads and a great heart. Larson kills it as the titular hero and Talos is another stand out star\, along with Goose and Fury. Go see this movie if you want a fun\, innocent time at the movies. Or if you want to see an awesome\, electric new MCU hero kick some ass. Thereâ(TM)s so much to love here\, and so little to hate.",True
137810,Captain Marvel,2019-03-15,5,Incredible movie so many nostalgic callbacks to the 90's. I enjoyed this movie from beginning to end!!!!!,True
112281,Captain Marvel,2019-03-09,4,"Captain Marvel is a welcome addition to the MCU but admittedly her story arc suffered within the structure of this film. The film focused too much on trying to subvert the superhero origin formula that it came at the expense of not having a clear path of growth where the audience follows Carol through her fall and her journey to picking herself up and the self-reflection internally taking place. The fragments of memories building up her past and struggles aren't sufficient in establishing an emotional link with the core of Carol.\n\nWhile it does lack the heart of some other MCU origin films\, it does still try to represent itself as a story with a hero who has to find themselves albeit with a character journey less transformative compared to other MCU origin stories. Overall\, Captain Marvel is an enjoyable film.  \n\nSome may have an issue with Carol's bold\, stubborn and wild personality but I really did enjoy her rebellious personality. We haven't had a character in the MCU who takes joy in unleashing on the battlefield such like Carol. \n\nHopefully within a sequel or during a later film we get to see a more contrasted Carol where she is burned by her over-confidence and begins to learn that it takes more than attitude and power to become a hero. Empathy and self-reflection are key elements in a person finding the hero within themselves. This is where I hope Endgame assist Carol\, by incorporating Carol within a team where she can't save the world alone\, she will need to accept her limitations and rely on others to fill in the aspects she herself is powerless to do anything about.",True
112063,Captain Marvel,2019-03-09,5,"Captain Marvel did not disappoint. Action\, fun and humor from start to finish.",True
125399,Captain Marvel,2019-03-10,5,great movie everything I expected from marvell ,True
108256,Captain Marvel,2019-03-09,2,bad writing ruined this movie,True
111407,Captain Marvel,2019-03-09,5,Brilliant origin story to go with the flow of the MCU. This had been planned for years so im sure the story will need her in it. Look forward to Endgame now.,True
